CustomerID,CLTV,Tenure Months,Total Extra Services,Payment Method,Multiple Lines,Contract,Streaming TV,Phone Service,Paperless Billing,Streaming Movies,Senior Citizen,Tech Support,Online Security
6243-OZGFH,3248,23,2,1,0,0,1,0,1,1,0,0,0
0513-RBGPE,5229,37,4,0,1,2,0,1,1,0,0,1,1
5160-UXJED,2130,17,1,2,0,1,0,1,0,0,0,0,0
3351-NGXYI,2276,16,3,1,1,0,0,1,1,0,1,0,1
9294-TDIPC,5169,5,1,2,0,0,0,1,0,0,0,0,0
0104-PPXDV,5232,58,2,0,0,1,0,1,0,0,0,0,0
5176-LMJXE,5404,47,1,2,0,2,0,1,1,0,0,0,0
9069-LGEUL,5379,23,3,0,0,0,0,1,1,1,0,0,1
7302-ZHMHP,2577,1,1,2,0,0,0,1,0,0,0,0,0
6563-VRERX,5212,33,1,2,0,1,0,1,0,0,0,0,0
6122-EFVKN,5531,24,1,2,0,2,0,0,0,0,0,1,1
7156-MXBJE,2319,43,6,0,1,1,1,1,0,1,0,1,0
6158-HDPXZ,4193,1,0,2,0,0,0,0,0,0,0,0,0
2863-IMQDR,6149,61,7,1,1,2,1,1,0,1,0,1,1
8204-YJCLA,4886,72,5,0,0,2,1,0,1,1,1,1,1
1708-PBBOA,3179,42,4,1,0,1,0,0,1,1,0,1,1
5522-JBWMO,4020,1,1,1,0,0,0,1,0,0,0,0,0
9774-NRNAU,5352,27,6,0,1,0,1,1,1,1,1,1,0
0224-RLWWD,3805,2,1,1,0,0,0,1,1,0,1,0,0
9967-ATRFS,3245,19,1,2,0,0,0,1,0,0,0,0,0
2977-CEBSX,5813,66,7,0,1,2,1,1,1,1,0,1,1
2519-ERQOJ,5322,33,3,1,0,0,1,0,1,1,1,1,0
5876-QMYLD,3742,23,1,2,0,1,0,1,0,0,0,0,0
2277-AXSDC,4691,32,1,0,0,1,0,1,0,0,0,0,0
9442-JTWDL,5355,11,1,0,0,1,0,1,0,0,0,0,0
3067-SVMTC,5160,68,2,0,0,1,0,1,0,0,0,1,1
5495-GPSRW,2120,20,1,2,0,2,0,1,1,0,0,0,0
7606-BPHHN,5368,72,1,0,0,2,0,1,1,0,0,0,0
4163-NCJAK,2438,46,2,0,1,1,0,1,1,0,0,0,0
5249-QYHEX,3021,40,2,2,1,2,0,1,1,0,0,0,0
2233-FAGXV,3181,5,2,2,1,0,0,1,1,0,0,0,0
3935-TBRZZ,3037,44,2,2,1,1,0,1,0,0,0,0,0
8111-BKVDS,2164,10,3,0,0,0,0,0,0,0,0,0,1
2055-SIFSS,4763,55,2,0,1,0,0,1,0,0,1,0,0
6152-ONASV,4620,68,3,0,1,1,0,1,0,0,0,1,1
7781-HVGMK,5092,72,5,0,0,2,1,0,1,1,0,1,1
2181-UAESM,3477,2,3,1,0,0,0,1,0,0,0,0,1
6048-NJXHX,2011,41,1,1,0,2,0,1,1,0,0,0,0
2320-SLKMB,3080,26,2,0,0,0,1,0,1,0,0,1,0
4980-URKXC,5744,36,1,0,0,1,0,1,0,0,0,0,0
3577-AMVUX,2962,1,2,2,0,0,0,1,0,0,0,1,0
2937-FTHUR,2466,18,4,1,1,0,0,1,0,1,0,0,1
0732-OCQOC,5674,52,2,0,1,2,0,1,1,0,0,0,0
8592-PLTMQ,5655,64,2,2,1,1,0,1,0,0,0,0,0
5760-WRAHC,3509,22,4,2,0,0,0,1,1,1,1,1,1
8847-GEOOQ,5359,60,4,0,0,0,1,0,1,1,0,1,0
4785-FCIFB,4900,61,2,2,1,2,0,1,0,0,0,0,0
0942-KOWSM,4274,30,5,0,0,2,1,1,0,1,0,1,0
4237-CLSMM,4823,2,1,2,0,0,0,1,0,0,0,0,0
4719-UMSIY,2231,6,1,2,0,0,0,1,0,0,0,0,0
6614-VBEGU,4208,24,4,0,0,0,1,1,1,1,0,0,0
2996-XAUVF,5055,70,1,2,0,2,0,0,1,1,0,1,0
8896-RAZCR,2809,44,1,2,0,2,0,1,0,0,0,0,0
4933-IKULF,4086,17,1,2,0,1,0,1,0,0,1,0,0
1304-BCCFO,4900,9,4,2,0,0,1,1,1,1,0,0,0
4104-PVRPS,2977,24,2,2,0,0,0,1,0,0,0,1,1
3780-DDGSE,5479,35,4,1,0,0,1,1,1,1,1,1,0
4431-EDMIQ,2950,7,5,1,0,0,1,1,1,0,0,1,1
0486-LGCCH,3372,11,1,2,0,2,0,1,0,0,0,0,0
3649-JPUGY,5842,72,6,0,1,2,1,1,1,1,0,1,0
4472-LVYGI,2578,0,3,0,0,2,1,0,1,0,0,1,1
6778-YSNIH,5810,2,3,1,0,0,1,1,1,0,0,0,0
5756-OZRIO,4001,61,4,0,1,1,0,1,0,1,1,0,0
6579-JPICP,2968,1,1,2,0,0,0,1,0,0,0,0,0
4134-BSXLX,3851,28,3,2,0,0,0,1,0,0,0,1,1
0505-SPOOW,4500,70,1,0,0,2,0,1,0,0,0,0,0
3957-HHLMR,6316,70,4,0,1,1,0,1,0,1,0,0,1
5736-YEJAX,5189,69,6,0,1,2,1,1,1,0,0,1,1
1135-LMECX,4905,1,1,2,0,0,0,1,0,0,0,0,0
3482-ABPKK,5271,28,2,2,0,1,0,1,0,0,0,1,1
7531-GQHME,4996,12,1,0,0,0,0,1,0,0,0,0,0
4109-CYRBD,5495,29,2,1,1,0,0,1,1,0,1,0,0
7601-GNDYK,3764,35,1,2,0,2,0,1,0,0,0,0,0
8067-NIOYM,4368,24,1,0,0,2,0,1,1,0,0,0,0
1403-GYAFU,4485,70,1,0,0,2,0,1,0,0,0,0,0
5844-QVTAT,4276,33,4,2,0,1,0,1,1,0,0,0,1
5394-MEITZ,5667,60,5,0,0,2,1,1,1,1,0,1,0
2782-LFZVW,3880,11,3,2,1,0,0,1,1,1,0,0,0
2866-IKBTM,3968,1,1,2,0,0,0,1,0,0,0,0,0
8138-EALND,4123,15,1,2,0,0,0,1,0,0,0,0,0
2075-PUEPR,5248,55,1,0,0,2,0,1,0,0,0,0,0
1982-FEBTD,5939,23,2,0,1,2,0,1,1,0,0,0,0
5791-KAJFD,6198,56,5,0,1,1,0,1,1,1,0,0,1
2654-VBVPB,2010,1,1,0,0,0,0,1,0,0,0,0,0
1154-HYWWO,4993,38,4,2,0,1,1,1,0,0,0,1,1
3716-UVSPD,4209,1,1,1,0,0,0,1,1,0,0,1,0
7343-EOBEU,5587,3,2,2,1,0,0,1,1,0,0,0,0
3701-SFMUH,4326,7,4,0,0,0,1,1,0,1,0,0,1
7319-VENRZ,4010,7,3,0,0,0,1,1,0,0,0,1,0
5846-NEQVZ,5328,71,4,0,0,2,0,1,1,1,0,1,1
5781-RFZRP,5431,71,5,0,1,2,1,1,0,0,0,1,1
0308-IVGOK,2133,11,2,0,0,1,0,0,1,0,0,1,0
7293-LSCDV,6134,60,1,0,0,2,0,1,1,0,0,0,0
7025-WCBNE,3155,47,3,0,1,2,0,1,0,0,1,1,0
5756-JYOJT,3206,11,3,0,0,1,0,1,0,1,0,1,0
9548-LIGTA,4072,61,5,2,0,2,1,1,1,1,0,1,1
2640-LYMOV,3007,2,1,2,0,0,0,1,1,0,0,0,0
1423-BMPBQ,2400,1,1,2,0,0,0,1,1,0,0,0,0
2393-DIVAI,5575,3,1,2,0,0,0,1,1,0,0,0,0
4568-KNYWR,6471,52,4,0,0,2,1,1,1,0,0,0,1
8752-IMQOS,2894,5,1,2,0,1,0,1,0,0,0,0,0
0795-LAFGP,5633,71,7,1,1,2,1,1,0,1,0,1,1
5512-IDZEI,2026,46,2,1,1,1,0,1,0,0,0,0,0
0459-SPZHJ,4652,63,7,0,1,2,1,1,0,1,0,0,1
9244-ZVAPM,2352,1,1,2,0,0,0,1,0,0,0,0,0
8208-EUMTE,2136,16,4,2,0,2,1,0,0,0,0,1,1
5172-MIGPM,5707,4,3,2,1,0,0,1,0,1,0,1,0
0374-FIUCA,5368,65,1,0,0,2,0,1,1,0,0,0,0
5173-ZXXXL,3488,2,1,2,0,1,0,1,0,0,0,0,0
4723-BEGSG,5483,72,6,0,1,2,1,1,0,1,0,1,1
6516-NKQBO,3067,38,5,0,0,2,1,1,0,1,0,1,1
8672-OAUPW,4138,51,1,0,0,1,0,1,0,0,0,1,0
2804-ETQDK,4101,66,1,2,0,2,0,1,0,0,0,0,0
7138-GIRSH,4145,50,4,0,1,2,0,1,0,1,0,1,0
9396-ZSFLL,3762,15,2,2,1,0,0,1,0,0,0,0,0
6464-KEXXH,2372,8,0,0,0,0,0,0,1,0,0,0,0
4881-JVQOD,5248,10,1,0,0,0,0,0,1,1,1,0,0
5148-HKFIR,4404,20,1,2,0,2,0,1,0,0,0,0,0
9931-KGHOA,5928,46,3,0,1,0,0,1,0,0,0,0,1
1775-KWJKQ,6046,72,7,0,1,2,1,1,0,1,0,1,1
7665-VIGUD,4745,10,1,2,0,1,0,1,0,0,0,0,0
9411-TPQQV,3533,40,3,0,0,1,1,0,1,1,0,1,1
2077-DDHJK,4114,68,5,0,1,2,0,1,0,0,0,1,1
9574-BOSMD,5668,68,2,0,1,2,0,1,0,0,0,0,0
8404-VLQFB,4667,15,2,1,1,0,0,1,1,0,0,0,0
2391-IPLOP,4706,50,4,1,1,1,1,1,1,0,0,1,0
5845-BZZIB,4517,35,1,2,0,2,0,1,0,0,0,0,0
1140-UKVZG,5208,17,2,2,1,0,0,1,0,0,0,0,0
8100-PNJMH,5228,68,7,0,1,2,1,1,1,1,0,1,1
7838-LAZFO,4192,45,6,0,0,1,1,1,0,1,0,0,1
2085-JVGAD,3078,37,1,0,0,0,0,1,0,0,0,0,0
8095-WANWK,5369,10,1,2,0,0,0,1,0,0,0,0,0
3030-ZKIWL,2798,1,1,2,0,0,0,1,0,0,0,0,0
9565-FLVCG,5420,65,5,2,1,2,0,1,1,1,0,0,1
8755-OGKNA,5864,57,1,0,0,2,0,1,0,0,0,0,0
5533-RJFTJ,5214,49,1,0,0,0,0,0,1,0,0,0,0
0214-JHPFW,5640,70,4,0,0,2,1,0,0,1,0,1,0
5642-MHDQT,4836,53,1,0,0,1,0,1,1,0,0,0,0
3088-FVYWK,5794,53,2,0,1,2,0,1,0,0,0,0,0
9092-GDZKO,3534,22,2,0,1,0,0,1,1,0,0,0,0
2324-AALNO,5517,48,2,0,1,1,0,1,0,0,0,0,0
7501-IWUNG,6301,61,4,0,0,2,1,1,1,1,0,1,0
4957-TREIR,5645,3,3,0,0,0,1,1,1,0,0,1,1
1536-HBSWP,4667,1,1,1,0,0,0,1,1,0,0,1,0
5313-FPXWG,4886,51,2,0,1,1,0,1,1,0,0,0,0
0946-FKYTX,6290,52,1,2,0,1,0,0,0,0,0,0,0
8262-COGGB,5384,1,1,2,0,0,0,1,1,0,0,0,0
6663-JOCQO,4258,31,5,0,1,1,0,1,1,1,0,1,1
9620-QJREV,3313,47,1,0,0,1,0,1,0,0,0,0,0
2682-KEVRP,4327,22,1,2,0,1,0,1,1,0,1,0,0
2480-JZOSN,4517,1,1,2,0,0,0,1,1,0,0,0,0
0078-XZMHT,6322,72,6,0,1,2,1,1,1,1,0,1,0
8338-QIUNR,4397,72,4,0,1,2,0,1,1,0,0,1,1
1525-LNLOJ,4186,66,4,0,1,2,1,1,1,0,0,0,0
6942-LBFDP,5629,2,1,2,0,0,0,1,1,0,0,0,0
1456-TWCGB,3272,4,2,2,0,0,0,1,0,0,0,0,0
7596-ZYWBB,4372,65,3,2,0,2,0,1,1,0,0,1,1
3347-YJZZE,4558,29,6,0,1,0,1,1,0,1,0,0,0
9661-JALZV,5138,58,2,0,1,2,0,1,1,0,0,0,0
4312-KFRXN,5512,72,2,2,1,2,0,1,0,0,0,0,0
0114-IGABW,5224,71,4,0,0,2,1,0,0,1,0,1,0
1853-ARAAQ,2510,26,3,0,0,0,1,0,1,1,0,0,0
4697-LUPSU,3866,2,1,2,0,1,0,1,0,0,0,0,0
8434-VGEQQ,4446,61,1,0,0,2,0,1,0,0,0,0,0
6549-YMFAW,2302,9,1,2,0,0,0,1,1,0,1,0,0
4950-HKQTE,5676,22,2,2,1,2,0,1,0,0,0,0,0
2753-JMMCV,4774,65,5,0,1,2,0,1,1,1,0,1,0
6621-YOBKI,2303,5,1,2,0,0,0,1,0,0,0,0,0
7595-EHCDL,3087,32,3,0,0,0,1,0,0,1,0,0,0
7503-MIOGA,5881,72,7,0,1,2,1,1,1,1,1,1,1
4381-MHQDC,3286,47,4,2,1,2,0,1,1,0,0,1,1
4018-PPNDW,5970,61,2,2,1,2,0,1,1,0,0,0,0
1635-FJFCC,5846,5,1,0,0,0,0,1,1,0,0,0,0
6425-JWTDV,2282,48,1,2,0,2,0,1,0,0,0,0,0
8224-IVVPA,4472,27,3,2,0,0,0,1,1,0,0,0,1
9477-LGWQI,5715,70,6,0,0,2,1,1,1,1,0,0,1
1410-RSCMR,3459,7,4,0,0,0,0,1,1,1,0,1,1
3115-CZMZD,5504,0,1,2,0,2,0,1,0,0,0,0,0
5730-DBDSI,4601,66,1,0,0,2,0,1,0,0,0,0,0
0030-FNXPP,5634,3,1,2,0,0,0,1,0,0,0,0,0
4013-GUXND,3678,1,1,2,0,0,0,1,0,0,0,0,0
1266-NZYUI,6264,72,4,0,1,2,0,1,0,0,0,1,1
7969-FFOWG,6312,65,1,2,0,2,0,1,0,0,0,0,0
4718-DHSMV,2534,11,1,2,0,0,1,0,1,0,0,0,0
7817-OMJNA,5068,14,1,0,0,1,0,1,0,0,0,0,0
3137-NYQQI,3546,17,4,2,0,1,0,1,0,1,0,0,1
7706-DZNKK,2642,11,1,0,0,0,0,1,1,0,0,0,0
9505-SQFSW,5651,3,2,2,0,0,0,0,0,1,0,0,0
5676-CFLYY,5124,71,4,0,0,2,1,1,1,1,0,1,0
7521-AFHAB,2492,5,1,2,0,0,0,1,0,0,0,0,0
0285-INHLN,3519,27,3,0,0,0,0,1,1,0,0,0,1
5125-CNDSP,6406,63,2,0,0,1,0,0,1,0,0,1,1
4992-LTJNE,6259,72,3,0,1,2,0,1,0,0,0,0,1
2202-OUTMO,3012,34,3,0,1,0,0,1,1,0,0,1,1
0810-BDHAW,2506,24,6,1,1,1,1,1,0,1,0,0,1
0229-LFJAF,4262,72,5,0,1,2,0,1,0,0,0,1,1
7131-ZQZNK,5790,60,4,0,0,2,1,0,0,1,0,1,1
3442-ZHHCC,5355,68,6,0,1,1,0,1,1,1,0,0,1
5726-CVNYA,3260,8,1,2,0,2,0,1,1,0,0,0,0
9871-ELEYA,4263,34,4,0,0,2,1,1,0,0,0,1,1
4257-GAESD,2270,6,2,0,0,0,1,0,0,1,0,0,0
5173-WXOQV,4369,2,3,2,0,0,0,1,1,1,0,1,0
6286-ZHAOK,3235,20,2,0,1,0,0,1,1,0,0,0,0
3807-XHCJH,2358,1,1,1,0,0,0,1,0,0,0,0,0
8859-AXJZP,3970,39,2,2,1,2,0,1,1,0,0,0,0
3174-AKMAS,4699,46,3,0,0,2,1,1,1,0,0,1,0
9926-PJHDQ,5120,72,5,0,1,2,1,1,1,1,0,0,0
7382-DFJTU,2110,18,2,0,0,0,0,1,0,0,0,1,0
8098-TDCBU,3052,42,2,1,1,2,0,1,0,0,0,0,0
3551-GAEGL,4697,34,1,0,0,1,0,0,0,0,0,0,1
4785-NKHCX,2154,5,1,0,0,0,0,1,0,0,1,0,0
5318-YKDPV,3716,43,5,0,0,2,1,1,1,1,0,1,1
0295-QVKPB,3099,5,3,0,0,0,1,1,1,0,0,1,0
4335-BSMJS,6201,62,2,0,1,2,0,1,1,0,0,0,0
9146-JRIOX,2080,14,2,2,1,0,0,1,0,0,0,0,0
5337-IIWKZ,5569,34,2,1,0,0,1,0,1,0,0,1,0
9650-VBUOG,3772,38,2,0,1,2,0,1,0,0,0,0,0
3487-EARAT,6325,70,5,0,0,1,0,1,0,1,0,1,1
