CustomerID,Migration Probability
1136-XGEQU,0.6479445635438007
3259-KNMRR,0.6469626730351535
6963-EZQEE,0.6465249466916637
4718-WXBGI,0.6460116741787697
4227-OJHAL,0.6447175030855595
1525-LNLOJ,0.6430420385124284
8259-DZLIZ,0.642671275272225
9919-FZDED,0.6408887750061971
3413-CSSTH,0.6402871057393363
2474-LCNUE,0.6401149045381881
5446-DKWYW,0.6399224330880675
3442-ZHHCC,0.6390787810397497
3688-FTHLT,0.6386620799467334
5832-TRLPB,0.6386111381875694
5727-MYATE,0.6368029410786569
8033-ATFAS,0.6365198451137266
2612-PHGOX,0.6358018459655501
3280-MRDOF,0.6348564905048569
1265-BCFEO,0.6340503989942078
5997-OPVFA,0.6340237340042989
8980-WQFWL,0.6322790552555767
8174-TBVCF,0.6314910485983851
4504-YOULA,0.6313789854424666
2546-KZAAT,0.6304651643518259
1921-KYSAY,0.6296601351192347
9114-AAFQH,0.6291832636593723
8822-KNBHV,0.6291553010517389
3146-MSEGF,0.6289807434994201
7696-AMHOD,0.6279915254354518
0771-CHWSK,0.6272631528148734
0277-BKSQP,0.6261507262605955
3301-LSLWQ,0.6256588157282165
5327-XOKKY,0.6246836239842053
8096-LOIST,0.6245094927725876
9199-PWQVC,0.622067153538962
3108-PCCGG,0.6219856539937162
0411-EZJZE,0.6219731025399036
1492-QGCLU,0.6218195943749981
3658-QQJYD,0.6215585844087808
5321-NTRKC,0.6212155572619699
2040-LDIWQ,0.6172467372503191
8495-PRWFH,0.615603337127768
2123-VSCOT,0.6144200370772299
3696-XRIEN,0.6144005926039273
5197-LQXXH,0.6143458923431737
4522-AKYLR,0.6143254591624462
5951-AOFIH,0.6136577157685427
3873-NFTGI,0.6135948201421072
6994-KERXL,0.6114271187740581
6599-SFQVE,0.6087339601568292
2740-JFBOK,0.6086920013442512
6013-BHCAW,0.6062287670681124
3038-PQIUY,0.6038109022936924
0484-FFVBJ,0.603247600078477
5543-QDCRY,0.6019077490843272
0822-QGCXA,0.6006042354296032
8017-UVSZU,0.6003358062077099
8878-RYUKI,0.600311080522332
5791-KAJFD,0.5980276911308147
9489-DEDVP,0.5951067133893693
3649-JPUGY,0.5943900118918454
6131-FOYAS,0.5931861996827373
2065-MMKGR,0.5924718707761241
3995-WFCSM,0.5913085217475733
1399-UBQIU,0.5909484273891529
0988-JRWWP,0.5907127271797799
6261-LHRTG,0.5897155472017084
8543-MSDMF,0.5897017853155287
1768-HNVGJ,0.5893493383658822
1794-SWWKL,0.5887528657974181
7077-XJMET,0.5886721493570758
0106-GHRQR,0.585409423403313
8197-BFWVU,0.5850766567027417
5924-IFQTT,0.5849927971384569
9917-KWRBE,0.5848520790476353
2054-PJOCK,0.5831780717563094
4827-DPADN,0.5817741799044585
6631-HMANX,0.5817575150219629
2257-BOVXD,0.5812351920457809
2851-STERV,0.5811887715145594
8313-AFGBW,0.5801028892590746
8903-XEBGX,0.5791411407933691
3537-RYBHH,0.5780341282189344
7639-OPLNG,0.5769931580345861
0708-LGSMF,0.5767180846798241
8645-KOMJQ,0.5758584565110664
1642-HMARX,0.5740942467665083
7036-ZZKBD,0.5735438895494531
4923-ADWXJ,0.571116881509194
6701-YVNQG,0.5706173919424402
9778-OGKQZ,0.5692272057318261
2863-IMQDR,0.5690414521596303
1898-JSNDC,0.5686967367503826
1697-NVVGY,0.56850200981509
8404-GFGCZ,0.5681363631565098
3347-YJZZE,0.5668733196789524
4079-VTGLK,0.5662546730802642
8125-QPFJD,0.565871903721522
8160-HOWOX,0.5657848705575557
8661-BOYNW,0.5657822842277495
3508-VLHCZ,0.5646171962404876
9643-YBLUR,0.5636191797453972
2363-BJLSL,0.5623756540060836
9415-ZNBSX,0.5613545743691672
0224-RLWWD,0.559476567943138
0487-CRLZF,0.5585904035678229
7994-XIRTR,0.5577874012812093
5248-YGIJN,0.557318208003572
0257-KXZGU,0.557214302367306
3466-WAESX,0.5570515986711517
5980-BDHPY,0.5565712425507242
9415-TPKRV,0.5563986119220037
9297-EONCV,0.5557762788097039
1971-DTCZB,0.5553753469242271
3402-XRIUO,0.5553039878508145
6122-LJADA,0.5545377896765223
6901-GOGZG,0.553760157922006
4945-RVMTE,0.5531999862516329
2451-YMUXS,0.5523701329210231
1310-QRITU,0.5523447918006543
7673-LPRNY,0.5515380618982852
9554-DFKIC,0.5500433214889379
1304-BCCFO,0.5484591051818444
4077-HWUYD,0.5478668738651742
7605-SNLQG,0.5463420294895746
4671-VJLCL,0.5459771460281719
3179-GBRWV,0.5438626180106445
7108-DGVUU,0.5433589342370012
5501-TVMGM,0.5413259616471361
0820-FNRNX,0.5411148283956494
1121-QSIVB,0.5394018600630871
2753-JMMCV,0.5393359090018549
6135-OZQVA,0.5386339570556092
0872-JCPIB,0.5377340587192663
2126-GSEGL,0.5371533399354784
5756-OZRIO,0.5371056881714774
1548-ARAGG,0.5358679061320626
0774-IFUVM,0.5355460940017829
9700-ISPUP,0.5322381359326435
3850-OKINF,0.5317508436108795
4782-OSFXZ,0.5314401434437686
9541-PWTWO,0.5303646177060608
2937-FTHUR,0.5296537120301439
9823-EALYC,0.5281423918515872
7471-MQPOS,0.5279161489761226
8548-AWOFC,0.5273302832788128
7508-DQAKK,0.5271688537716704
3913-FCUUW,0.5269786628306078
7401-JIXNM,0.5258324210300269
1775-KWJKQ,0.5253891478178833
3714-XPXBW,0.5250301893803283
6369-MCAKO,0.5241026911233073
3351-NGXYI,0.5239738179450835
2971-SGAFL,0.5237319832184086
8338-QIUNR,0.5233459197188695
5939-XAIXZ,0.5232160334899585
5996-EBTKM,0.5205647028717667
1703-MGIAB,0.5197706688758321
1465-LNTLJ,0.5193698597845051
4942-VZZOM,0.5192139593421513
8630-QSGXK,0.5179085613207665
2302-OUZXB,0.5175118055280018
2088-IEBAU,0.5171402463300545
3209-ZPKFI,0.5167103761910244
2155-AMQRX,0.5159716469670915
0134-XWXCE,0.5150102575891378
6959-GQEGV,0.5143897527810547
9633-DENPU,0.5140856608876131
8591-NXRCV,0.5139708667069011
6732-VAILE,0.5139394834451266
2129-ALKBS,0.5139041689942419
6575-SUVOI,0.5137881765293529
6332-FBZRI,0.5134308300240705
4578-PHJYZ,0.5131009572232929
9640-ZSLDC,0.5129942472648412
9822-OAOVB,0.5126092396494926
7107-UBYKY,0.5125050124158879
2202-OUTMO,0.51244151396221
7129-ACFOG,0.5117608208372719
2108-GLPQB,0.5112446937157972
5736-YEJAX,0.5107243241441904
2446-ZKVAF,0.5099489732424146
2226-ICFDO,0.5095935668313758
1101-SSWAG,0.5090076940414933
1187-WILMM,0.5078130699956663
6848-YLDFR,0.5074670091682892
9169-BSVIN,0.5070883244749368
1684-FLBGS,0.5060312783612246
9477-LGWQI,0.5057353466454557
8510-TMWYB,0.5055131085860158
4293-ETKAP,0.5047222705157596
0078-XZMHT,0.504074295066816
5127-BZENZ,0.5038322893655145
7966-YOTQW,0.503789578792427
2373-NTKOD,0.5018577764771507
1986-PHGZF,0.5003278671037215
0463-ZSDNT,0.4999322276918649
6574-MCOEH,0.4996372839746976
9881-VCZEP,0.4990847715258463
2577-GVSIL,0.49760013602152875
8390-FESFV,0.4963584759091727
0813-TAXXS,0.4959022669049652
4501-UYKBC,0.4953386519388321
1265-HVPZB,0.49468111377879687
2055-BFOCC,0.4944419687522983
9351-LZYGF,0.4943708456570411
5916-QEWPT,0.49431948139930604
7408-OFWXJ,0.4937680571616323
4304-XUMGI,0.49353079744640377
5803-NQJZO,0.4932938396909193
0723-FDLAY,0.49295334994888046
0420-TXVSG,0.49285552127578586
6258-PVZWJ,0.49258748944490094
0383-CLDDA,0.4922090290683514
5402-HTOTQ,0.49210476228872935
4445-KWOKW,0.4911826350744966
9578-FOMUK,0.4908874306595964
8344-WFMFH,0.490872341803775
7159-FVYPK,0.49037453825119814
9099-FTUHS,0.4900312641233343
0725-CXOTM,0.48943798924989396
6754-LZUKA,0.4890846695249338
4291-TPNFG,0.4885825672888636
6652-YFFJO,0.488133119540501
1568-LJSZU,0.48811618536659895
4915-BFSXL,0.48795514383669775
9435-JMLSX,0.4869214047249767
8760-ZRHKE,0.48669521447348774
7839-NUIAA,0.48646156891809744
4415-WNGVR,0.4857576619501927
5073-RZGBK,0.48463201456198357
9092-GDZKO,0.48439054028757256
1032-MAELW,0.48405153915991783
5641-DMBFJ,0.48370705545165626
8100-PNJMH,0.4836908402257488
2725-TTRIQ,0.483357865570881
6048-QBXKL,0.4832195330283564
2746-DIJLO,0.48310836701730026
8404-VLQFB,0.48283852898301144
4672-FOTSD,0.4827951934871237
8218-FFJDS,0.4819600568744852
3863-QSTYI,0.48076300225486224
1353-LJWEM,0.48066372989037637
0015-UOCOJ,0.48044355023123303
5478-JJVZK,0.4791930070942978
4648-YPBTM,0.4781225524822862
0253-ZTEOB,0.47768386033261573
9488-FVZCC,0.4775286874276161
0945-TSONX,0.47726698249322763
0895-LMRSF,0.4768196099598472
0303-UNCIP,0.4765019998572629
7798-JVXYM,0.4762016426114412
5724-BIDBU,0.47473570000942156
3638-VBZTA,0.47466543001073624
6789-HJBWG,0.47448159480797925
4931-TRZWN,0.4742858027500955
6303-KFWSL,0.47369024430111345
7872-RDDLZ,0.4735755431734674
7175-NTIXE,0.4735303806358936
3605-JISKB,0.4735249910546154
7404-JLKQG,0.4733306472165598
6507-DTJZV,0.47324834694730084
2055-SIFSS,0.47295442688893163
5879-HMFFH,0.4714929161458876
2378-YIZKA,0.4707277054545267
5122-CYFXA,0.4699325150081428
9253-VIFJQ,0.4690334575885435
6656-GULJQ,0.46818220762780555
0096-FCPUF,0.46760808211576593
3126-WQMGH,0.4658327518366637
3938-YFPXD,0.46517637334468204
3723-BFBGR,0.4649682931397332
4667-QONEA,0.46414680697834276
9803-FTJCG,0.46369694453152144
8097-OMULG,0.4630375188722906
8374-UULRV,0.46246374283793384
9470-YFUYI,0.46211100182926834
3173-NVMPX,0.4619400957337576
9027-YFHQJ,0.461908811439804
4682-BLBUC,0.46178282526967407
0484-JPBRU,0.4614563722985746
5515-RUGKN,0.4611804667850729
4830-FAXFM,0.4602990444423621
6898-RBTLU,0.4598494776501418
0584-BJQGZ,0.45981206624471277
1436-ZMJAN,0.45869383544824205
6429-SHBCB,0.4583821738293967
9481-SFCQY,0.4581831259964156
1137-DGOWI,0.45753134183903077
9931-KGHOA,0.45746183623381353
2911-IJORQ,0.454500928219407
9297-FVVDH,0.45379637542317464
4922-CVPDX,0.4537794996259198
6620-JDYNW,0.4526589763890209
6859-RKMZJ,0.4523915375141216
3967-KXAPS,0.45211037665073034
4295-YURET,0.45167870876701527
8313-KTIHG,0.45037104819013657
4654-ULTTN,0.44988928049571547
7032-LMBHI,0.4496311764665667
7753-USQYQ,0.44951114541665743
5975-BAICR,0.4492611155230296
9795-NREXC,0.4492345259638266
1474-JUWSM,0.44872795267341864
3639-XJHKQ,0.4484400013547667
1352-VHKAJ,0.448096456585643
3570-YUEKJ,0.4478247119392794
6691-CCIHA,0.4475287806066212
5404-GGUKR,0.4474330439411826
2977-CEBSX,0.4472416467163153
1907-YLNYW,0.446541479893555
2195-VVRJF,0.4464641804918509
3219-JQRSL,0.44502072794572173
4369-NYSCF,0.4443106314730398
8815-LMFLX,0.4438516564257719
6094-ZIVKX,0.44380903383795167
8295-KMENE,0.4437822523193543
6778-YSNIH,0.4437357717394297
7669-LCRSD,0.443500417776681
6586-MYGKD,0.44341005841551906
3638-WEABW,0.4427688792402415
7446-YPODE,0.44169397275383515
9894-QMIMJ,0.4414606472546066
7445-WMRBW,0.4412165730303547
4737-HOBAX,0.4403312857113775
0003-MKNFE,0.44015393870405467
8198-RKSZG,0.43977703563360093
4163-KIUHY,0.43974210101445954
3468-DRVQJ,0.43950749721125076
8050-DVOJX,0.43918656979415505
5825-XJOCM,0.43882768987665316
6368-NWMCE,0.43879809754229243
9227-YBAXE,0.43738111233261406
1036-GUDCL,0.4365700873201926
6194-HBGQN,0.43630216521093745
9086-YJYXS,0.4362017658767845
0536-ESJEP,0.4358359488519079
9470-RTWDV,0.4340423042875118
9332-GYWLO,0.43319351552155844
2404-JIBFC,0.4321384254734595
0297-RBCSG,0.43211273061304034
1338-CECEE,0.4318526509810566
2987-BJXIK,0.43048157231729206
6248-TKCQV,0.43041802309308225
8845-LWKGE,0.4301957287925686
9761-XUJWD,0.42956303767871795
8100-HZZLJ,0.4293848001524935
2252-NKNSI,0.42908115175840356
6253-WRFHY,0.42898211642719125
2176-LVPNX,0.42856096794833887
7101-HRBLJ,0.4269730291549043
2676-SSLTO,0.42612726352353214
5329-KRDTM,0.42598126901193345
4644-PIZRT,0.4254925817065868
8400-WZICQ,0.4253098873487655
6992-TKNYO,0.424864961373143
6161-ERDGD,0.4247243687310829
0013-MHZWF,0.4246541760591175
5619-PTMIK,0.424643672135485
2782-LFZVW,0.42409522987263776
6873-UDNLD,0.4240223839216176
2978-XXSOG,0.4235926974573234
7339-POGZN,0.4229766773307879
8060-HIWJJ,0.4223656878686605
2988-PLAHS,0.4222223822376141
9500-IWPXQ,0.42125824614394547
2511-MORQY,0.4211391091992339
5906-DVAPM,0.42086600999692403
5760-WRAHC,0.42056448285976167
2712-SYWAY,0.41986342952335404
0238-WHBIQ,0.41926966396777454
2990-IAJSV,0.41926966396777454
2186-QZEYA,0.41919527324633177
1702-CCFNJ,0.4187409521283879
3740-RLMVT,0.4169330700660423
8080-POTJR,0.4168811825376064
0817-HSUSE,0.4168563013557172
3026-ATZYV,0.41667064430872136
9089-UOWJG,0.41607117477336625
8731-WBBMB,0.41598627476650707
7470-DYNOE,0.4156602480422185
7130-CTCUS,0.4156162680331421
9822-BIIGN,0.4152981793158641
3969-JQABI,0.4148965372169592
0430-IHCDJ,0.4147042556692472
6286-ZHAOK,0.4145609576779367
6416-JNVRK,0.41456061102443054
4636-OLWOE,0.41445348410872573
1568-BEKZM,0.4141713794187688
5915-DGNVC,0.41375100471414106
3957-HHLMR,0.4137230262297324
3446-QDSZF,0.4134302447641635
8690-ZVLCL,0.4123920391815739
4080-IIARD,0.4121967473956062
0244-LGNFY,0.41176365457995073
8788-DOXSU,0.4114736403593937
4091-TVOCN,0.4113745921952872
8705-WZCYL,0.4112140425858032
6120-RJKLU,0.4108914306856196
6121-TNHBO,0.4105261389599316
1596-OQSPS,0.40983523016167145
5032-USPKF,0.40978575964332364
4114-QMKVN,0.40929004622074366
1122-YJBCS,0.4090278927521493
7361-YPXFS,0.40836395152872157
3137-LUPIX,0.4072231038892189
7619-PLRLP,0.4070623026733438
8148-BPLZQ,0.40698666562569963
9489-UTFKA,0.40637979643582456
2211-RMNHO,0.40558348033745717
9069-LGEUL,0.40552375359017573
7109-CQYUZ,0.4048538731878383
7610-TVOPG,0.40412575141833296
5524-KHNJP,0.40391892280732383
5151-HQRDG,0.40382140776139797
2990-OGYTD,0.4037684311002219
2453-SAFNS,0.4028557164240988
3174-AKMAS,0.402775925905467
5117-ZSMHQ,0.40251569739598136
2954-PIBKO,0.4015245401396943
1208-NBVFH,0.4010914366053378
4006-HKYHO,0.4009828868759029
6718-BDGHG,0.40053842021713576
9752-ZNQUT,0.3995557707212872
6907-FLBER,0.3995293597130462
1023-BQXZE,0.39830189709257774
0607-MVMGC,0.3981905764467432
0655-YDGFJ,0.39754698358784557
7301-ABVAD,0.39696281951020007
3654-ARMGP,0.3969287580801933
3845-FXCYS,0.39685617283619834
7622-FWGEW,0.3968072280375625
4826-DXMUP,0.3958936991420042
9339-FIIJL,0.3956189179451758
7581-EBBOU,0.3952412650718372
9631-XEYKE,0.39476283504144555
8992-VONJD,0.39306584348497275
1498-NHTLT,0.392986747964401
5306-BVTKJ,0.39286754708141447
3195-TQDZX,0.3925889357314249
4906-ZHGPK,0.3921772276134565
2522-WLNSF,0.3919711362983421
5568-DMXZS,0.39186156030802366
0993-OSGPT,0.3912848042022191
3569-JFODW,0.3912803521430746
9489-JMTTN,0.3912803521430746
9052-DHNKM,0.39053219725791327
6625-UTXEW,0.39047885212929473
4700-UBQMV,0.39030173980201804
7691-KGKGP,0.390171034057102
1171-TYKUR,0.3899595721602832
3518-PZXZQ,0.38981460599845336
6408-WHTEF,0.38867056861426486
1389-WNUIB,0.38866854184716965
2740-TVLFN,0.3886175675077734
7995-ZHHNZ,0.38854188312228055
4939-KYYPY,0.38842552710505474
7975-JMZNT,0.3881691803145691
6035-BXTTY,0.3876501564728351
4226-KKDON,0.38737809774114135
0757-WCUUZ,0.3871448581815205
0674-EYYZV,0.38684728487547915
6092-QZVPP,0.386820288599272
8932-CZHRQ,0.3866204358866721
1803-BGNBD,0.3865999014183186
3055-VTCGS,0.38652199751264654
7037-MTYVW,0.3860604535899848
3780-YVMFA,0.3859739307886601
5816-SCGFC,0.3857674023709464
7838-LAZFO,0.3856169652991702
8434-PNQZX,0.38557901033780323
8064-RAVOH,0.38547280528813405
3097-PYWXL,0.38512422901205023
6171-ZTVYB,0.3848158925688233
1371-WEPDS,0.3844673462158755
9675-ICXCT,0.38404558072340533
8967-SZQAS,0.3834045449283879
2150-WLKUW,0.3825125356923371
7860-KSUGX,0.3824309497833632
4717-GHADL,0.3819804342956142
8735-IJJEG,0.3812226767820173
2885-HIJDH,0.3808035617038899
8331-ZXFOE,0.3803821225485949
1849-RJYIG,0.380193480184557
0730-BGQGF,0.37918205984642783
0254-KCJGT,0.3788981423101522
7811-JIVPF,0.3781803825596166
1406-PUQVY,0.3781471031160289
4723-BEGSG,0.37727635659282255
3227-WLKLI,0.3772658540848806
6023-GSSXW,0.3772509789918599
7670-ZBPOQ,0.3768715718860428
0635-WKOLD,0.37680068076642714
3500-NSDOA,0.3767158439576423
9073-ZZIAY,0.3762455284183758
2925-VDZHY,0.37577596877791875
0661-KBKPA,0.37533086684986927
0744-BIKKF,0.3749285661805162
4418-LZMSV,0.374513634986347
8445-DNBAE,0.374400549556463
3703-TTEPD,0.3741421112564282
0708-SJDIS,0.3729060975788916
3397-AVTKU,0.372203409161633
2831-EBWRN,0.3711618016814874
6218-KNUBD,0.37102822171383926
7233-PAHHL,0.3703982256258471
6854-EXGSF,0.3702166947083419
0310-SUCIN,0.370130275318594
6260-ONULR,0.36994036469709846
9027-TMATR,0.36947672189618896
9224-VTYID,0.3684929883179013
9308-ANMVE,0.3680456621706598
3059-NGMXB,0.36779034585555515
7925-PNRGI,0.36711320941700215
4992-LTJNE,0.366643496420299
5448-VWNAM,0.3663438712722718
5269-NRGDP,0.3663091570735312
0123-CRBRT,0.36584873081850944
8992-OBVDG,0.36580341797872434
8413-YNHNV,0.3653227177286131
2676-OXPPQ,0.3651523780027068
3229-USWAR,0.36466661574982945
4385-ZKVNW,0.36453219860969177
6519-CFDBX,0.3635953178702986
9609-BENEA,0.3635473770615738
6784-XYJAE,0.36332171176549205
5792-JALQC,0.36229472777024685
7105-MXJLL,0.3622195190000918
2234-EOFPT,0.3620713711596936
1134-YWTYF,0.3618901429754564
5930-GBIWP,0.361594064195842
2720-FVBQP,0.36080279643196084
0248-IPDFW,0.36057271487336506
5837-LXSDN,0.3596458462484568
6953-PBDIN,0.35880173298652196
7639-LIAYI,0.35874454143944484
7579-KKLOE,0.35860629278266026
4877-TSOFF,0.3581766019374324
2661-GKBTK,0.35772290940032314
5702-KVQRD,0.3573859149677881
4747-LCAQL,0.3573118299996917
5003-XZWWO,0.3573074222209193
8414-OOEEL,0.3567800165449877
6865-JZNKO,0.3567473765468428
3090-LETTY,0.3560456241341939
9115-YQHGA,0.35593113937623744
4903-CNOZC,0.3558297538972595
6741-QRLUP,0.3558206132055682
4338-EYCER,0.3557619266375275
2272-UOINI,0.3556811129733169
8003-EWNDZ,0.3545239577457295
1471-GIQKQ,0.3544519942371201
8791-GFXLZ,0.3539975678094773
5893-PYOLZ,0.35335275394718585
1357-MVDOZ,0.3531498255138231
5816-JMLGY,0.3525430898665583
5555-RNPGT,0.3522978483910777
6968-URWQU,0.3522725399815185
4000-VGMQP,0.35147516500919546
2229-VWQJH,0.3507753221032375
2256-YLYLP,0.3505412581354942
5778-BVOFB,0.35022776182986887
4751-ERMAN,0.3502167520475517
9619-GSATL,0.3502063853881633
4135-FRWKJ,0.3500365586962916
6296-DDOOR,0.34942078298909407
1172-VIYBP,0.34919565646644996
7833-PKIHD,0.34885290103271693
4065-JJAVA,0.3486628873234946
4701-LKOZD,0.3480603293816097
3345-JHUEO,0.3480065421347557
6461-SZMCV,0.34770535509593903
4872-VXRIL,0.34739518875044595
9146-JRIOX,0.34720203131370686
7501-IWUNG,0.34709870180099484
0567-GGCAC,0.3467560818498535
4130-MZLCC,0.3450644624220455
1928-BXYIV,0.34488076517356925
0743-HNPFG,0.3447490845182443
6778-EICRF,0.3445981329700683
6473-ULUHT,0.34367387908049585
1897-OKVMW,0.34348398305709926
4003-FUSHP,0.3431740537515802
6890-PFRQX,0.3431350132710426
0096-BXERS,0.34168311872076806
0455-ENTCR,0.3415908540445529
4808-YNLEU,0.3408887584833765
0083-PIVIK,0.34080899792976693
7901-IIDQV,0.3407471878138495
8469-SNFFH,0.3403794227864356
4900-MSOMT,0.34016748820964493
1767-TGTKO,0.3401416717925329
9348-ROUAI,0.3398622805738153
5071-FBJFS,0.33914358679637074
1230-QAJDW,0.3387060874948805
5309-TAIKL,0.33846278340126057
4522-XRWWI,0.3381414984886933
0909-SELIE,0.3376086245040565
3585-YNADK,0.33752751531634645
6339-RZCBJ,0.3373707189966752
0603-OLQDC,0.33703624560031875
0604-THJFP,0.3369412515065101
1840-BIUOG,0.33636488857493363
7779-ORAEL,0.33610078340593746
7905-NJMXS,0.3358863521286374
1355-KUSBG,0.33573851028386775
5356-CSVSQ,0.33565825931348847
0839-JTCUD,0.33524314397049887
4320-QMLLA,0.3350686836000679
5485-ITNPC,0.3349935448528919
0436-TWFFZ,0.33489096646442407
2391-IPLOP,0.33478995576507814
7164-BPTUT,0.33431717037222985
7609-YBPXG,0.33425679904049455
7921-BEPCI,0.3341724635501411
7841-FCRQD,0.33383338800614903
2181-UAESM,0.3331343206602051
8049-WJCLQ,0.33313210706132523
0319-QZTCO,0.3330557727063648
9251-WNSOD,0.33235652519734166
8930-XOTDP,0.33225771365393236
9102-OXKFY,0.3314876464909361
7088-FBAWU,0.3314560929266811
5394-MEITZ,0.33121031907880444
5680-LQOGP,0.33068930816471886
0016-QLJIS,0.3305908513442496
4277-UDIEF,0.33046698180338785
0384-RVBPI,0.3303587475555269
2792-VPPET,0.330111177525264
7799-DSEWS,0.32940517069143077
8670-MEFCP,0.3285708500551101
5624-RYAMH,0.32857053815105547
0795-LAFGP,0.3285228001489323
0674-GCDXG,0.3279053453228912
1027-LKKQQ,0.3278639068584521
2277-VWCNI,0.3278628381873909
3282-ZISZV,0.3276665421280541
1452-XRSJV,0.3269879371388174
0396-UKGAI,0.32690710649292215
5982-PSMKW,0.3267392295621728
0228-MAUWC,0.325911404889694
2580-ATZSQ,0.32583305224747583
4003-OCTMP,0.3248318737865279
0334-ZFJSR,0.3247487893164749
1536-HBSWP,0.32472788020142673
4486-EFAEB,0.32421813641242153
0840-DCNZE,0.32414431835367097
2486-WYVVE,0.32367642699928223
7771-CFQRQ,0.32359183019666615
7266-GSSJX,0.3230244598043723
4795-WRNVT,0.3228431639438993
3569-VLDHH,0.3228224405281269
3701-SFMUH,0.3227231119580067
8388-FYNPZ,0.3222045516832061
9314-QDMDW,0.32149775994696916
4508-OEBEY,0.32136944652877925
1575-KRZZE,0.3213608329237433
3262-EIDHV,0.32107348863688595
6695-AMZUF,0.3206337898094896
0440-QEXBZ,0.3202782121720336
3084-DOWLE,0.3201700375764933
4482-FTFFX,0.31984065053213895
6476-YHMGA,0.3198292105544895
5353-WILCI,0.3197056504141791
9577-WJVCQ,0.3196446891386908
7442-YGZFK,0.3190792300930032
8879-ZKJOF,0.31893229994501054
4973-MGTON,0.3183924893274073
6402-EJMWF,0.31720908437460504
4223-WOZCM,0.3164647121245929
9644-UMGQA,0.3155955299413468
3166-PNEOF,0.31554942989590773
2408-PSJVE,0.315356941674384
3050-RLLXC,0.3152650873256708
4328-VUFWD,0.31507350764672576
6549-YMFAW,0.3148278564385603
0867-LDTTC,0.3147968286658301
9588-OZDMQ,0.314543318382795
3716-UVSPD,0.31447179521247887
5499-ECUTN,0.3143635507734057
1088-AUUZZ,0.31407554857067144
5539-HIVAK,0.31401307622223595
5424-RLQLC,0.31337089857589223
5795-BKOYE,0.31330381006992253
1960-UOTYM,0.3132281345506681
5176-OLSKT,0.31275403167596993
4396-KLSEH,0.31274019404791775
6127-IYJOZ,0.3126725502306133
8766-PAFNE,0.3126674941648109
5203-XEHAX,0.3124577829413658
5204-HMGYF,0.31213599962241
7184-LRUUR,0.3118830302131262
7945-HLKEA,0.3091137601710057
5445-GLVOT,0.30882353072272845
4280-DLSHD,0.308292322820138
6916-HIJSE,0.30767453825186963
7459-IMVYU,0.30760490489902254
6475-VHUIZ,0.3067039905209925
5676-CFLYY,0.30635999655133067
7729-JTEEC,0.30631774109586046
7617-EYGLW,0.30525091094989487
